intervention_name,num_features,n_samples,mean_true_logit_change,median_true_logit_change,mean_margin_change,median_margin_change,margin_change_95CI_low,margin_change_95CI_high,percent_margin_improved,num_predictions_recovered,recovery_rate,paired_pvalue,effect_size,random_control_mean,random_control_std,random_empirical_pvalue,magnitude_matched_control_mean,magnitude_matched_control_std,magnitude_matched_empirical_pvalue
reverse_global_top_64,64,190,-0.2854062130576686,-0.16852426528930664,-0.2318496026490864,-0.13186407089233398,-0.30066927131853605,-0.16800607718919458,28.421052631578945,5,0.02631578947368421,2.566113751184417e-13,-0.49023180947424705,,,,,,
reverse_personal_top_1,1,190,0.039999088488127055,0.03339958190917969,0.023297375126888877,0.01381826400756836,-0.00628568919081437,0.05244541049003599,58.42105263157895,2,0.010526315789473684,0.025236140824962564,0.11173852889455496,,,,,,
reverse_personal_top_2,2,190,-0.012431039308246813,0.013732433319091797,-0.014160690809551037,-0.004012107849121094,-0.05232459300442746,0.02008982501531902,48.421052631578945,2,0.010526315789473684,0.4212052936464391,-0.0545621629122658,,,,,,
reverse_personal_top_4,4,190,-0.12134749763890317,-0.03386354446411133,-0.10746109360142758,-0.05710291862487793,-0.16840734764149315,-0.05079713821411139,37.89473684210527,3,0.015789473684210527,7.88463433590821e-05,-0.2671009229116159,,,,,,
reverse_personal_top_8,8,190,-0.29217784279271175,-0.12295150756835938,-0.2690432924973337,-0.16994857788085938,-0.37032736408083067,-0.17867352598591857,29.47368421052631,6,0.031578947368421054,1.1798562397285594e-10,-0.4124813573022704,,,,,,
reverse_personal_top_16,16,190,-0.48046936737863644,-0.2785024642944336,-0.44873000948052655,-0.2922482490539551,-0.5799069777915352,-0.3405351110508569,21.052631578947366,7,0.03684210526315789,1.01443262907281e-17,-0.5599541058226966,,,,,,
reverse_personal_top_32,32,190,-0.6853597264540823,-0.4549713134765625,-0.6475921881826301,-0.48415327072143555,-0.7846151266599956,-0.5276418362793169,15.263157894736842,13,0.06842105263157895,3.063018738931417e-23,-0.7199372454479114,,,,,,
reverse_combo_6730_3122,2,190,-0.002043591047588148,-0.0007557868957519531,-0.0024110944647538035,0.0007529258728027344,-0.00785181309047498,0.0033938800661187413,52.10526315789473,0,0.0,0.907178235761731,-0.05974376304060607,,,,,,
reverse_combo_6730_22739,2,190,-0.11174771911219547,-0.03078174591064453,-0.06894636154174805,-0.01903057098388672,-0.0987501123076991,-0.043454019395928634,29.47368421052631,0,0.0,2.202852887911828e-09,-0.3601126307339731,,,,,,
reverse_combo_6730_6966,2,190,-0.17085618470844469,-0.07552719116210938,-0.11599495536402653,-0.0452733039855957,-0.16090244161455255,-0.07530542524237384,31.05263157894737,2,0.010526315789473684,2.944453166841457e-09,-0.382050667196467,,,,,,
reverse_combo_3122_22739,2,190,-0.11336533395867598,-0.03531312942504883,-0.06862571113987972,-0.023243427276611328,-0.09865016912159166,-0.04272456175402593,32.631578947368425,0,0.0,4.2501596511159544e-08,-0.35474574775878936,,,,,,
reverse_combo_3122_6966,2,190,-0.1714325980136269,-0.08361530303955078,-0.11591782569885253,-0.04128384590148926,-0.1596280666401512,-0.07563166768927324,31.57894736842105,2,0.010526315789473684,4.1192904039615916e-09,-0.3840125285625563,,,,,,
reverse_combo_22739_6966,2,190,-0.49309633656551966,-0.16959428787231445,-0.2669068712937204,-0.09374761581420898,-0.36409739582162154,-0.18759011632517766,25.789473684210527,6,0.031578947368421054,2.15007158866117e-13,-0.44069957818274186,,,,,,
reverse_combo_6730_3122_22739,3,190,-0.11266763084813168,-0.0372014045715332,-0.0695179638109709,-0.02881622314453125,-0.09942415337813527,-0.04403393048989147,31.57894736842105,0,0.0,1.9413441049751216e-08,-0.35988245964168913,,,,,,
reverse_combo_6730_3122_6966,3,190,-0.1701267769462184,-0.07941818237304688,-0.11586784563566509,-0.05236625671386719,-0.16078126963816192,-0.07480956849298985,33.1578947368421,2,0.010526315789473684,6.778253778217056e-09,-0.3802319724820641,,,,,,
reverse_combo_6730_22739_6966,3,190,-0.49066203016983834,-0.17660951614379883,-0.26745336683172927,-0.08890628814697266,-0.36504007948072337,-0.18775883166413562,25.789473684210527,6,0.031578947368421054,2.8028338026305123e-13,-0.4406886749888816,,,,,,
reverse_combo_3122_22739_6966,3,190,-0.48937483837730006,-0.16815900802612305,-0.2654976644014057,-0.08694076538085938,-0.36195072425039193,-0.18719704377023805,26.31578947368421,6,0.031578947368421054,3.649232329472637e-13,-0.44149483389177224,,,,,,
