feature_index,mean_clean_activation,mean_blur_activation,mean_blur_minus_clean,standardized_change,direction_consistency,mean_change_correct_correct,mean_change_correct_wrong,failure_group_difference,pearson_delta_margin,pearson_pvalue,pearson_qvalue,affine_scale,affine_intercept
8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8071,0.0,4.289632549091261e-07,4.289632613563299e-07,0.004289632613563299,0.0002,6.427378593798494e-07,0.0,-6.427378593798494e-07,0.00803068932145834,0.5702250599861145,0.9975714498509674,0.0,0.0
8072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8073,1.7707530333071338e-07,0.0,-1.7707529309518577e-07,-0.001010153001546429,0.0002,-2.6532109131949255e-07,0.0,2.6532109131949255e-07,-0.015229083597660065,0.281635046005249,0.9829748258006659,0.0,1.7707530730604049e-07
8074,2.2512066121004064e-08,0.0,-2.2512066877311554e-08,-0.00022512066877311554,0.0002,-3.373099488612752e-08,0.0,3.373099488612752e-08,0.004771302454173565,0.7358884215354919,0.9975714498509674,0.0,2.2512066877311554e-08
8075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8085,2.85519933213993e-07,0.0,-2.855199454643298e-07,-0.0010101531032775416,0.0002,-4.2780931153174606e-07,0.0,4.2780931153174606e-07,0.005558267701417208,0.6943693161010742,0.9975714498509674,0.0,2.855199454643298e-07
8086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8097,6.200386553394552e-07,0.0,-6.200386337695818e-07,-0.001283804707985209,0.0002,-9.290359912483837e-07,0.0,9.290359912483837e-07,-0.005528874695301056,0.6959011554718018,0.9975714498509674,0.0,6.200386337695818e-07
8098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8100,10.45642774237095,10.62140857008858,0.16498076915740967,0.03808379989204867,0.5436,0.1481448858976364,0.0734899714589119,-0.07465491443872452,0.03902313858270645,0.005785174202173948,0.1073748280800044,0.5860205292701721,4.232064247131348
8101,1.9877054253403022e-07,0.0,-1.9877055024153378e-07,-0.0010101530991061347,0.0002,-2.978282225285511e-07,0.0,2.978282225285511e-07,0.0029515214264392853,0.8347206711769104,0.9975714498509674,0.0,1.9877053603067907e-07
8102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8106,10.46025186257247,10.392070846389345,-0.06818098574876785,-0.014342373219005571,0.5126,-0.10271298885345459,-0.038391292095184326,0.06432169675827026,0.03725229948759079,0.00842882040888071,0.12317675921688045,0.624857485294342,3.966688871383667
8107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8109,10.76181415615759,10.753621753487584,-0.008192389272153378,-0.0017439613380658436,0.5026,-0.04127947986125946,-0.031071528792381287,0.010207951068878174,0.012725700624287128,0.3683038353919983,0.9975714498509674,0.6070231795310974,4.234116077423096
8110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8112,3.719379707258575e-07,3.552138501284074e-07,-1.672413141307061e-08,-4.542137090419922e-05,0.0002,-2.505863427870736e-08,0.0,2.505863427870736e-08,0.0030437789391726255,0.8296318054199219,0.9975714498509674,-9.448041851101152e-07,3.719383130373899e-07
8113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8115,0.0,8.737131040923449e-07,8.737130769986834e-07,0.008737130769986834,0.0002,1.3091296295897337e-06,0.0,-1.3091296295897337e-06,0.0057297213934361935,0.6854398250579834,0.9975714498509674,0.0,0.0
8116,2.9287405160008645e-07,0.0,-2.928740343577374e-07,-0.0013871792189398748,0.0004,-2.734143720317661e-07,0.0,2.734143720317661e-07,-0.009982192888855934,0.48038017749786377,0.9975714498509674,0.0,2.9287406277944683e-07
8117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8119,10.729013859774845,11.57435781030182,0.8453443646430969,0.1829879395260023,0.7024,0.822555661201477,0.9111404418945312,0.0885847806930542,-0.03237362951040268,0.022068224847316742,0.2154779505499907,0.5962643027305603,3.8276376724243164
8120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8121,0.0,4.750872144893724e-07,4.750872051317856e-07,0.004750872051317856,0.0002,7.118477469703066e-07,0.0,-7.118477469703066e-07,0.007264389656484127,0.6075685620307922,0.9975714498509674,0.0,0.0
8122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8125,0.0,9.776868382278755e-07,9.776867955224589e-07,0.009776867955224589,0.0002,1.464918796045822e-06,0.0,-1.464918796045822e-06,0.004945669788867235,0.7266209125518799,0.9975714498509674,0.0,0.0
8126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8128,1.4071479287682748e-06,0.0,-1.4071479199628811e-06,-0.0015419598158309547,0.0004,-2.1084026684548007e-06,0.0,2.1084026684548007e-06,-0.0038103845436125994,0.7876449823379517,0.9975714498509674,0.0,1.4071479199628811e-06
8129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8131,10.097276671009036,9.908193051439865,-0.1890835464000702,-0.04358140830398908,0.5548,-0.22547124326229095,-0.20753657817840576,0.017934665083885193,0.009360837750136852,0.5081270933151245,0.9975714498509674,0.6062359809875488,4.090573310852051
8132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8133,1.307207710888921e-07,6.418622269922373e-07,5.111414225211774e-07,0.00394987780227351,0.0002,7.658697427359584e-07,0.0,-7.658697427359584e-07,-0.004708257038146257,0.7392513155937195,0.9975714498509674,-1.9335811884957366e-07,1.3072089188881364e-07
8134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8136,0.0,1.6708215888665646e-07,1.6708216321603686e-07,0.0016708216321603686,0.0002,2.503478526705294e-07,0.0,-2.503478526705294e-07,0.009382632561028004,0.5071390271186829,0.9975714498509674,0.0,0.0
8137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8139,0.0,1.2987117378079162e-06,1.298711708841438e-06,0.01298711708841438,0.0002,1.945927124324953e-06,0.0,-1.945927124324953e-06,0.009492719545960426,0.5021654963493347,0.9975714498509674,0.0,0.0
